level,episode,total_reward,avg_loss,steps,in_game_time_left
SuperMarioBros-8-2-v0,0,262.0,0.0,51,390
SuperMarioBros-8-2-v0,1,258.0,0.0,57,389
SuperMarioBros-8-2-v0,2,145.0,254.4755491059402,29,395
SuperMarioBros-8-2-v0,3,968.0,23550.155979919433,160,369
SuperMarioBros-8-2-v0,4,136.0,43772.036337890626,25,395
SuperMarioBros-8-2-v0,5,138.0,32333.873131385215,26,395
SuperMarioBros-8-2-v0,6,272.0,42600.77461170015,63,388
SuperMarioBros-8-2-v0,7,137.0,87162.15764250579,27,395
SuperMarioBros-8-2-v0,8,272.0,102561.2514145795,68,387
SuperMarioBros-8-2-v0,9,272.0,127451.89875816231,67,387
SuperMarioBros-8-2-v0,10,144.0,154410.9330078125,25,395
SuperMarioBros-8-2-v0,11,277.0,129870.89833470395,57,389
SuperMarioBros-8-2-v0,12,942.0,70526.0618248249,145,371
SuperMarioBros-8-2-v0,13,162.0,59330.11454441236,23,396
SuperMarioBros-8-2-v0,14,270.0,75153.84352463942,52,390
SuperMarioBros-8-2-v0,15,275.0,61894.186246004974,55,389
SuperMarioBros-8-2-v0,16,273.0,38537.07852587288,81,384
SuperMarioBros-8-2-v0,17,275.0,37684.37026541574,56,389
SuperMarioBros-8-2-v0,18,262.0,33389.169320565685,54,390
SuperMarioBros-8-2-v0,19,273.0,29218.04565029457,61,388
SuperMarioBros-8-2-v0,20,276.0,26667.688230387368,60,389
SuperMarioBros-8-2-v0,21,249.0,34590.24408066064,57,389
SuperMarioBros-8-2-v0,22,146.0,38518.48526664402,23,396
SuperMarioBros-8-2-v0,23,147.0,27180.381602411686,23,396
SuperMarioBros-8-2-v0,24,247.0,17497.575397995282,53,390
SuperMarioBros-8-2-v0,25,137.0,12518.555324009487,28,395
SuperMarioBros-8-2-v0,26,981.0,9547.174153019832,130,375
SuperMarioBros-8-2-v0,27,150.0,8578.971990411932,22,396
SuperMarioBros-8-2-v0,28,118.0,8701.345089074337,33,394
SuperMarioBros-8-2-v0,29,145.0,8647.677633534307,23,396
SuperMarioBros-8-2-v0,30,143.0,11006.257008519666,29,395
SuperMarioBros-8-2-v0,31,151.0,7025.832491361178,26,395
SuperMarioBros-8-2-v0,32,135.0,5445.461398654514,27,395
SuperMarioBros-8-2-v0,33,239.0,6812.939389829283,54,390
SuperMarioBros-8-2-v0,34,144.0,7195.608416521991,27,395
SuperMarioBros-8-2-v0,35,277.0,4823.030655472367,54,390
SuperMarioBros-8-2-v0,36,788.0,6982.899647271455,134,374
SuperMarioBros-8-2-v0,37,262.0,5353.9698382878705,59,389
SuperMarioBros-8-2-v0,38,938.0,4492.677503558952,142,372
SuperMarioBros-8-2-v0,39,1190.0,3972.5513757107524,169,367
SuperMarioBros-8-2-v0,40,276.0,4767.118704068459,59,389
SuperMarioBros-8-2-v0,41,136.0,3576.104948966734,31,394
SuperMarioBros-8-2-v0,42,266.0,4926.654498406177,53,390
SuperMarioBros-8-2-v0,43,294.0,3640.6905149063973,106,379
SuperMarioBros-8-2-v0,44,312.0,3874.010910373264,90,382
SuperMarioBros-8-2-v0,45,229.0,3937.2297714368433,113,378
SuperMarioBros-8-2-v0,46,273.0,4847.336448900627,66,387
SuperMarioBros-8-2-v0,47,128.0,5969.10675920759,28,395
SuperMarioBros-8-2-v0,48,142.0,5235.553840883316,31,394
SuperMarioBros-8-2-v0,49,298.0,4880.532872250205,95,382
SuperMarioBros-8-2-v0,50,151.0,22372.974853515625,24,396
SuperMarioBros-8-2-v0,51,508.0,8596.357558205864,107,379
SuperMarioBros-8-2-v0,52,1173.0,4762.6435720878735,228,355
SuperMarioBros-8-2-v0,53,274.0,6042.536008267789,74,386
SuperMarioBros-8-2-v0,54,142.0,8377.55859375,24,396
SuperMarioBros-8-2-v0,55,184.0,3528.6826303842904,37,393
SuperMarioBros-8-2-v0,56,124.0,3916.234130859375,30,395
SuperMarioBros-8-2-v0,57,269.0,5228.032998625765,97,381
SuperMarioBros-8-2-v0,58,135.0,14968.44068564138,31,394
SuperMarioBros-8-2-v0,59,1183.0,5890.532140229878,152,370
SuperMarioBros-8-2-v0,60,141.0,3467.354736328125,25,395
SuperMarioBros-8-2-v0,61,270.0,4865.6316289487095,69,387
SuperMarioBros-8-2-v0,62,237.0,4432.747182694692,63,388
SuperMarioBros-8-2-v0,63,299.0,4132.79974512307,83,384
SuperMarioBros-8-2-v0,64,271.0,6031.958032047048,68,387
SuperMarioBros-8-2-v0,65,929.0,5402.880132664017,171,366
SuperMarioBros-8-2-v0,66,143.0,5206.131613026495,23,396
SuperMarioBros-8-2-v0,67,1182.0,7004.328102425353,219,357
SuperMarioBros-8-2-v0,68,211.0,5417.480171324715,63,388
SuperMarioBros-8-2-v0,69,278.0,5251.238783957741,55,390
SuperMarioBros-8-2-v0,70,241.0,5871.833679199219,60,389
SuperMarioBros-8-2-v0,71,136.0,17553.71544940655,26,395
SuperMarioBros-8-2-v0,72,130.0,8912.653107673892,31,394
SuperMarioBros-8-2-v0,73,131.0,7323.214006977697,31,394
SuperMarioBros-8-2-v0,74,234.0,13808.448952229817,60,388
SuperMarioBros-8-2-v0,75,134.0,8762.736627394153,31,394
SuperMarioBros-8-2-v0,76,250.0,6106.888958108836,58,389
SuperMarioBros-8-2-v0,77,262.0,10041.284379802766,61,388
SuperMarioBros-8-2-v0,78,306.0,9768.19514465332,72,386
SuperMarioBros-8-2-v0,79,775.0,9743.059728377904,156,369
SuperMarioBros-8-2-v0,80,271.0,6068.759192682081,62,388
SuperMarioBros-8-2-v0,81,276.0,10164.807437185515,59,389
SuperMarioBros-8-2-v0,82,143.0,6880.077085141783,27,395
SuperMarioBros-8-2-v0,83,505.0,6141.043026639014,97,381
SuperMarioBros-8-2-v0,84,276.0,5570.104260253906,70,387
SuperMarioBros-8-2-v0,85,263.0,5903.202347180075,121,376
SuperMarioBros-8-2-v0,86,314.0,18020.370673497517,96,381
SuperMarioBros-8-2-v0,87,275.0,18634.737101862982,65,388
SuperMarioBros-8-2-v0,88,221.0,5283.699263451805,71,386
SuperMarioBros-8-2-v0,89,280.0,7042.716489045516,46,391
SuperMarioBros-8-2-v0,90,143.0,7071.025517216435,27,395
SuperMarioBros-8-2-v0,91,244.0,4909.518255615234,60,388
SuperMarioBros-8-2-v0,92,119.0,5746.910303915701,31,394
SuperMarioBros-8-2-v0,93,267.0,5916.608409763611,97,381
SuperMarioBros-8-2-v0,94,150.0,8579.541851337139,26,395
SuperMarioBros-8-2-v0,95,223.0,7167.893040899021,67,387
SuperMarioBros-8-2-v0,96,129.0,11658.172197895665,31,394
SuperMarioBros-8-2-v0,97,288.0,7957.691998922413,145,371
SuperMarioBros-8-2-v0,98,141.0,9360.806418457032,25,395
SuperMarioBros-8-2-v0,99,134.0,10127.932958984375,30,394
SuperMarioBros-8-2-v0,100,135.0,7071.855771745954,28,395
SuperMarioBros-8-2-v0,101,277.0,6162.188448466952,63,388
SuperMarioBros-8-2-v0,102,285.0,6820.212923974106,97,381
SuperMarioBros-8-2-v0,103,126.0,7279.936767578125,29,395
SuperMarioBros-8-2-v0,104,512.0,7003.775862410262,74,386
SuperMarioBros-8-2-v0,105,274.0,10056.077411651611,64,388
SuperMarioBros-8-2-v0,106,110.0,8754.932736127805,39,393
SuperMarioBros-8-2-v0,107,141.0,6649.102119445801,24,396
SuperMarioBros-8-2-v0,108,783.0,8015.912068166551,157,369
SuperMarioBros-8-2-v0,109,1180.0,6836.945105945997,177,365
SuperMarioBros-8-2-v0,110,135.0,6699.989201660156,25,395
SuperMarioBros-8-2-v0,111,180.0,5153.040166945684,42,392
SuperMarioBros-8-2-v0,112,271.0,8766.738886235835,91,382
SuperMarioBros-8-2-v0,113,1034.0,10485.97389861076,217,357
SuperMarioBros-8-2-v0,114,250.0,45605.76092726184,62,388
SuperMarioBros-8-2-v0,115,504.0,17777.49380467943,121,376
SuperMarioBros-8-2-v0,116,222.0,8766.613468715123,70,387
SuperMarioBros-8-2-v0,117,252.0,10931.16210683187,48,391
SuperMarioBros-8-2-v0,118,274.0,6427.935029959973,81,384
SuperMarioBros-8-2-v0,119,929.0,9389.614240579043,170,366
SuperMarioBros-8-2-v0,120,242.0,7231.237085735987,63,388
SuperMarioBros-8-2-v0,121,236.0,8073.509710496472,62,388
SuperMarioBros-8-2-v0,122,129.0,8563.077305385044,28,395
SuperMarioBros-8-2-v0,123,275.0,6933.225641066028,62,388
SuperMarioBros-8-2-v0,124,270.0,5848.975575764974,84,384
SuperMarioBros-8-2-v0,125,142.0,8180.830678304036,24,396
SuperMarioBros-8-2-v0,126,276.0,7511.7688644181435,67,387
SuperMarioBros-8-2-v0,127,300.0,7035.09700164795,80,385
SuperMarioBros-8-2-v0,128,1179.0,9246.599526949018,214,358
SuperMarioBros-8-2-v0,129,329.0,9323.712388966182,73,386
SuperMarioBros-8-2-v0,130,306.0,5779.18257359096,70,387
SuperMarioBros-8-2-v0,131,291.0,8595.474471028645,45,392
SuperMarioBros-8-2-v0,132,136.0,10200.150071364184,26,395
SuperMarioBros-8-2-v0,133,121.0,8181.582706574471,31,394
SuperMarioBros-8-2-v0,134,788.0,11184.426721510545,153,370
SuperMarioBros-8-2-v0,135,241.0,7445.829869125829,66,387
SuperMarioBros-8-2-v0,136,123.0,9336.0782726657,31,394
SuperMarioBros-8-2-v0,137,137.0,6562.041649451623,26,395
SuperMarioBros-8-2-v0,138,136.0,9327.299628363715,27,395
SuperMarioBros-8-2-v0,139,270.0,6534.9506798946495,66,387
SuperMarioBros-8-2-v0,140,603.0,8335.717497272257,162,368
SuperMarioBros-8-2-v0,141,141.0,12280.561401367188,24,396
SuperMarioBros-8-2-v0,142,245.0,15742.206074305943,56,389
SuperMarioBros-8-2-v0,143,247.0,11313.698142496745,60,388
SuperMarioBros-8-2-v0,144,279.0,9933.086131984905,59,389
SuperMarioBros-8-2-v0,145,276.0,7125.958498094903,61,388
SuperMarioBros-8-2-v0,146,131.0,5904.51525426794,27,395
SuperMarioBros-8-2-v0,147,280.0,4473.073837591677,98,381
SuperMarioBros-8-2-v0,148,247.0,4886.94147293656,54,390
SuperMarioBros-8-2-v0,149,143.0,5152.507855733235,24,396
SuperMarioBros-8-2-v0,150,272.0,4942.21618743441,67,387
SuperMarioBros-8-2-v0,151,281.0,5956.210708618164,52,390
SuperMarioBros-8-2-v0,152,276.0,4754.444792648842,58,389
SuperMarioBros-8-2-v0,153,208.0,5998.589820413028,68,387
SuperMarioBros-8-2-v0,154,181.0,6918.340971105239,34,394
SuperMarioBros-8-2-v0,155,224.0,5296.116924085115,76,385
SuperMarioBros-8-2-v0,156,148.0,4714.160679408482,21,396
SuperMarioBros-8-2-v0,157,134.0,5662.0933837890625,27,395
SuperMarioBros-8-2-v0,158,280.0,6096.867722389915,55,390
SuperMarioBros-8-2-v0,159,275.0,6624.041357421875,65,387
SuperMarioBros-8-2-v0,160,272.0,7209.143250450721,65,388
SuperMarioBros-8-2-v0,161,771.0,5832.16271021459,154,370
SuperMarioBros-8-2-v0,162,266.0,4624.344400634765,100,380
SuperMarioBros-8-2-v0,163,261.0,4750.64563293457,60,389
SuperMarioBros-8-2-v0,164,240.0,4470.3415451049805,64,388
SuperMarioBros-8-2-v0,165,241.0,5957.635529654367,56,389
SuperMarioBros-8-2-v0,166,278.0,5595.808666992188,55,390
SuperMarioBros-8-2-v0,167,134.0,5674.215554514239,31,394
SuperMarioBros-8-2-v0,168,143.0,6481.79358993038,31,394
SuperMarioBros-8-2-v0,169,265.0,5694.186337706863,93,382
SuperMarioBros-8-2-v0,170,131.0,5127.957062897859,27,395
SuperMarioBros-8-2-v0,171,247.0,6014.6394685444075,57,389
SuperMarioBros-8-2-v0,172,506.0,7633.244669783006,109,379
SuperMarioBros-8-2-v0,173,270.0,7712.832141298236,66,387
SuperMarioBros-8-2-v0,174,241.0,7506.61220496809,71,386
SuperMarioBros-8-2-v0,175,142.0,8709.125929612379,26,395
SuperMarioBros-8-2-v0,176,252.0,4059.836738137638,51,390
SuperMarioBros-8-2-v0,177,782.0,7325.630744934082,152,370
SuperMarioBros-8-2-v0,178,241.0,5267.883954157594,61,388
SuperMarioBros-8-2-v0,179,267.0,5182.058760472348,95,382
SuperMarioBros-8-2-v0,180,272.0,4381.303233846029,60,389
SuperMarioBros-8-2-v0,181,778.0,5760.125651299199,158,369
SuperMarioBros-8-2-v0,182,139.0,9547.289609273275,24,396
