level,episode,total_reward,avg_loss,steps,in_game_time_left
SuperMarioBros-8-2-v0,0,-70.10000000000004,1003.077897278189,171,366
SuperMarioBros-8-2-v0,1,80.30000000000032,4677.305245974013,327,335
SuperMarioBros-8-2-v0,2,-41.90000000000008,63926.024577965894,89,383
SuperMarioBros-8-2-v0,3,-7.800000000000065,394203.85009765625,78,385
SuperMarioBros-8-2-v0,4,-21.20000000000008,348596.73854325456,82,384
SuperMarioBros-8-2-v0,5,39.1000000000001,72661.04055727726,209,359
SuperMarioBros-8-2-v0,6,-50.50000000000011,15469.747327142013,95,382
SuperMarioBros-8-2-v0,7,-86.50000000000009,10688.18444678897,105,379
SuperMarioBros-8-2-v0,8,269.80000000000007,9041.610925757366,92,382
SuperMarioBros-8-2-v0,9,252.49999999999986,7095.233847045898,115,378
SuperMarioBros-8-2-v0,10,144.20000000000027,6274.503345682164,198,361
SuperMarioBros-8-2-v0,11,160.30000000000024,4328.525353369775,77,385
SuperMarioBros-8-2-v0,12,164.90000000000018,4711.170483159084,51,390
SuperMarioBros-8-2-v0,13,222.7000000000003,3779.167795020414,83,384
SuperMarioBros-8-2-v0,14,-19.000000000000032,4325.5359937667845,80,384
SuperMarioBros-8-2-v0,15,63.69999999999997,4273.592722910755,53,390
SuperMarioBros-8-2-v0,16,63.89999999999997,3496.210595224418,51,390
SuperMarioBros-8-2-v0,17,109.40000000000005,2858.1231791178384,36,393
SuperMarioBros-8-2-v0,18,40.399999999999956,4538.196534359094,66,387
SuperMarioBros-8-2-v0,19,-4.300000000000059,3091.393727865564,83,384
SuperMarioBros-8-2-v0,20,0.09999999999999609,3935.702350761317,79,385
SuperMarioBros-8-2-v0,21,75.29999999999998,4134.720778769635,47,391
SuperMarioBros-8-2-v0,22,-39.50000000000008,3602.9685721146434,95,382
SuperMarioBros-8-2-v0,23,135.49999999999997,3439.7533446393695,175,365
SuperMarioBros-8-2-v0,24,188.20000000000033,2906.863084059495,78,385
SuperMarioBros-8-2-v0,25,84.80000000000058,3560.7494310472835,122,376
SuperMarioBros-8-2-v0,26,151.50000000000006,3255.5378540039064,25,395
SuperMarioBros-8-2-v0,27,180.20000000000036,4434.864727900578,78,385
SuperMarioBros-8-2-v0,28,48.30000000000012,3982.0004607083506,57,389
SuperMarioBros-8-2-v0,29,66.40000000000002,3761.3688635144913,56,389
SuperMarioBros-8-2-v0,30,141.3000000000004,3022.8629781608906,117,377
SuperMarioBros-8-2-v0,31,172.8000000000001,3093.058268070221,32,394
SuperMarioBros-8-2-v0,32,-32.59999999999994,2818.1256460145464,86,383
